name,price,mileage,transmission,range_km,fuel,city,road_accident,link
Volkswagen Transporter 2018,19 400 $,239 тис. км,Автомат,,"Дизель, 2 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_transporter_39796499.html
Volkswagen Transporter 2020,21 995 $,215 тис. км,Ручна / Механіка,,"Дизель, 2 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_transporter_39207260.html
Audi e-tron 2019,35 800 $,82 тис. км,,400 км,Електро,Київ,Не був у ДТП,https://auto.ria.com/uk/auto_audi_e-tron_39720471.html
Toyota Land Cruiser 2006,20 000 $,335 тис. км,Автомат,,"Газ/Бензин, 4.7 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_toyota_land-cruiser_40030315.html
Land Rover Range Rover Sport 2018,41 000 $,125 тис. км,Автомат,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_land-rover_range-rover-sport_40027279.html
Mercedes-Benz Sprinter 2005,5 500 $,300 тис. км,Не вказано,,Не вказано,Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_39784792.html
Volkswagen Arteon 2020,27 350 $,114 тис. км,Автомат,,"Дизель, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_arteon_40009445.html
Skoda Octavia 2017,16 700 $,181 тис. км,Автомат,,"Дизель, 1.97 л",Вінниця,Не був у ДТП,https://auto.ria.com/uk/auto_skoda_octavia_38462376.html
Volvo XC90 2019,23 799 $,189 тис. км,Автомат,,"Бензин, 2 л",Рівне (Рівненська),Був у ДТП,https://auto.ria.com/uk/auto_volvo_xc90_39917908.html
Mercedes-Benz GLS-Class 2024,125 000 $,35 тис. км,Автомат,,"Дизель, 2.99 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_gls-class_39774263.html
Новий Volkswagen ID. UNYX 2024,26 500 $,Без пробігу,,621 км,"Електро, 82.4 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-id-unyx-2074175.html
Audi Q7 2023,81 999 $,75 тис. км,Автомат,,"Дизель, 3 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/auto_audi_q7_40035847.html
Indian Scout  Bobber  2025,23 700 $,11 тис. км,Ручна / Механіка,,Бензин,Київ,Не був у ДТП,https://auto.ria.com/uk/auto_indian_scout-bobber_40038382.html
Kia Sportage 2012,13 400 $,240 тис. км,Автомат,,"Дизель, 2 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_kia_sportage_40026813.html
Volkswagen Tiguan 2024,36 500 $,45 тис. км,Робот,,"Бензин, 1.98 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_tiguan_40037862.html
Triumph Thruxton 2016,8 880 $,27 тис. км,Ручна / Механіка,,"Бензин, 1200 см³",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_triumph_thruxton_39826923.html
Volkswagen Tiguan 2012,10 800 $,85 тис. км,Ручна / Механіка,,"Бензин, 2 л",Дніпро (Дніпропетровськ),Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_tiguan_40025246.html
Kia Niro 2020,19 700 $,130 тис. км,,500 км,"Електро, 64 кВт·год",Харків,Не був у ДТП,https://auto.ria.com/uk/auto_kia_niro_40035515.html
Volvo XC90 2016,23 999 $,198 тис. км,Автомат,,"Гібрид, 1.97 л",Луцьк,Не був у ДТП,https://auto.ria.com/uk/auto_volvo_xc90_40035242.html
Kia Sportage 2018,15 900 $,133 тис. км,Автомат,,"Дизель, 1.69 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_kia_sportage_40034406.html
Tesla Model Y 2023,23 800 $,53 тис. км,,500 км,Електро,Дрогобич,Був у ДТП,https://auto.ria.com/uk/auto_tesla_model-y_39976547.html
Audi A5 2013,10 899 $,222 тис. км,Автомат,,"Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_audi_a5_40033491.html
Ford Kuga 2013,12 500 $,303 тис. км,Автомат,,"Дизель, 2 л",Черкаси,Не був у ДТП,https://auto.ria.com/uk/auto_ford_kuga_40032354.html
BMW X5 2015,36 000 $,254 тис. км,Автомат,,"Дизель, 2.99 л",Львів (Львівська),Не був у ДТП,https://auto.ria.com/uk/auto_bmw_x5_40031170.html
Volkswagen Touareg 2018,34 500 $,255 тис. км,Автомат,,"Дизель, 2.97 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_touareg_39965362.html
Toyota Land Cruiser 2017,60 000 $,100 тис. км,Автомат,,"Дизель, 4.46 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/auto_toyota_land-cruiser_40021285.html
Mercedes-Benz Vito 2014,13 500 $,220 тис. км,Ручна / Механіка,,Не вказано,Чернівці (Чернівецька),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_vito_38760546.html
Land Rover Range Rover Sport 2025,129 000 $,24 тис. км,Автомат,,"Гібрид, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_land-rover_range-rover-sport_39943615.html
Volkswagen Transporter 2002,5 500 $,352 тис. км,Ручна / Механіка,,"Дизель, 2.5 л",Львів (Львівська),Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_transporter_40023218.html
Mercedes-Benz Sprinter 2012,29 700 $,360 тис. км,Ручна / Механіка,,"Дизель, 2.14 л",Черкаси,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_39467862.html
Nissan Leaf 2022,16 000 $,69 тис. км,,450 км,"Електро, 62 кВт·год",Рівне (Рівненська),Був у ДТП,https://auto.ria.com/uk/auto_nissan_leaf_39839177.html
Audi Q7 2020,44 900 $,137 тис. км,Автомат,,"Бензин, 3 л",Львів (Львівська),Був у ДТП,https://auto.ria.com/uk/auto_audi_q7_39951933.html
BMW 7 Series 2012,12 300 $,305 тис. км,Типтронік,,"Бензин, 2.98 л",Одеса,Був у ДТП,https://auto.ria.com/uk/auto_bmw_7-series_36411566.html
Mercedes-Benz Sprinter 2019,32 990 $,109 тис. км,Автомат,,"Дизель, 3 л",Ратне,Був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_39806275.html
BMW S 1000RR 2021,21 500 $,13 тис. км,Не вказано,,"Бензин, 1000 см³",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_s-1000rr_39930315.html
Mercedes-Benz G-Class 2023,179 999 $,19 тис. км,Автомат,,"Дизель, 2.93 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_g-class_39928959.html
Hyundai Santa FE 2013,10 500 $,242 тис. км,Автомат,,"Бензин, 2.4 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_hyundai_santa-fe_39893966.html
Toyota RAV4 1999,6 900 $,201 тис. км,Автомат,,"Бензин, 2 л",Сміла,Не був у ДТП,https://auto.ria.com/uk/auto_toyota_rav4_39921882.html
Nissan Rogue 2024,25 800 $,10 тис. км,Варіатор,,"Бензин, 1.5 л",Васильків,Був у ДТП,https://auto.ria.com/uk/auto_nissan_rogue_40039172.html
Suzuki GSX-R 750 2008,9 990 $,28 тис. км,Не вказано,,Бензин,Харків,Не був у ДТП,https://auto.ria.com/uk/auto_suzuki_gsx-r-750_40037050.html
Новий Volkswagen Tiguan 2026,52 800 $,Без пробігу,Роботизована,,"Бензин, 2 л",Харків,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-tiguan-2072248.html
Kawasaki ZX 2011,7 100 $,21 тис. км,Не вказано,,1000 см³,Ковель,Не був у ДТП,https://auto.ria.com/uk/auto_kawasaki_zx_40035880.html
BMW X5 2011,15 999 $,289 тис. км,Автомат,,"Дизель, 3 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_bmw_x5_40013707.html
Hyundai Tucson 2017,25 900 $,72 тис. км,Автомат,,"Дизель, 2 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_hyundai_tucson_40034762.html
Новий Renault Kardian 2025,20 640 $,Без пробігу,Варіатор,,"Бензин, 1 л",Кропивницький (Кіровоград),Не був у ДТП,https://auto.ria.com/uk/newauto/auto-renault-kardian-2005818.html
BMW 7 Series 2015,27 950 $,169 тис. км,Автомат,,"Бензин, 3 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_bmw_7-series_40027026.html
Lexus RX 2023,71 900 $,43 тис. км,Автомат,,"Бензин, 2.4 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_lexus_rx_39993730.html
Harley-Davidson Fat Boy 2011,15 000 $,2 тис. км,Не вказано,,"Бензин, 1590 см³",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_harley-davidson_fat-boy_40025023.html
BMW 5 Series 2013,17 350 $,278 тис. км,Автомат,,"Дизель, 3 л",Рівне (Рівненська),Був у ДТП,https://auto.ria.com/uk/auto_bmw_5-series_39936922.html
Kia Niro 2021,19 800 $,133 тис. км,Автомат,,"Гібрид, 1.58 л",Вінниця,Був у ДТП,https://auto.ria.com/uk/auto_kia_niro_39950732.html
Mercedes-Benz C-Class 2023,142 970 $,9 тис. км,Автомат,,"Гібрид, 1.99 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_c-class_39807052.html
Mercedes-Benz Sprinter 2018,29 000 $,400 тис. км,Автомат,,"Дизель, 2.14 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_39755125.html
Land Rover Range Rover Sport 2019,56 000 $,56 тис. км,Автомат,,"Бензин, 3 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_land-rover_range-rover-sport_40017412.html
Новий Volkswagen ID. UNYX 2025,31 488 $,Без пробігу,,621 км,"Електро, 82.4 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-id-unyx-2035070.html
Ford Kuga 2019,17 500 $,116 тис. км,Автомат,,"Дизель, 1.5 л",Ірпінь,Не був у ДТП,https://auto.ria.com/uk/auto_ford_kuga_39996190.html
Volkswagen Transporter 2020,24 900 $,243 тис. км,Автомат,,"Дизель, 2 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_transporter_39879699.html
Nissan Leaf 2020,15 950 $,132 тис. км,,380 км,"Електро, 62 кВт·год",Кропивницький (Кіровоград),Не був у ДТП,https://auto.ria.com/uk/auto_nissan_leaf_39855674.html
Audi Q7 2018,41 999 $,208 тис. км,Автомат,,"Дизель, 3 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_audi_q7_39718080.html
Toyota RAV4 2014,17 500 $,146 тис. км,Автомат,,"Бензин, 2.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_toyota_rav4_39978866.html
Nissan Qashqai 2017,14 300 $,102 тис. км,Варіатор,,"Бензин, 1.2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_nissan_qashqai_39510533.html
Volkswagen ID.4 2022,21 600 $,74 тис. км,,Не вказано,Електро,Сміла,Був у ДТП,https://auto.ria.com/uk/auto_volkswagen_id-4_39943262.html
Volvo XC90 2016,22 699 $,278 тис. км,Автомат,,"Бензин, 1.97 л",Івано-Франківськ,Був у ДТП,https://auto.ria.com/uk/auto_volvo_xc90_38336561.html
Nissan Rogue 2017,13 600 $,127 тис. км,Автомат,,"Бензин, 2.5 л",Городок (Львівська),Був у ДТП,https://auto.ria.com/uk/auto_nissan_rogue_40038648.html
Volkswagen Passat 2015,13 000 $,274 тис. км,Автомат,,"Дизель, 1.6 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_passat_39919052.html
Tesla Model Y 2022,27 500 $,45 тис. км,,514 км,"Електро, 83 кВт·год",Київ,Був у ДТП,https://auto.ria.com/uk/auto_tesla_model-y_38385427.html
Mercedes-Benz E-Class 2019,51 000 $,76 тис. км,Автомат,,"Бензин, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_e-class_39893611.html
Volkswagen ID.4 2022,23 999 $,73 тис. км,,500 км,Електро,Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_id-4_39949150.html
Volkswagen ID.4 Crozz 2023,25 800 $,26 тис. км,,Не вказано,"Електро, 82 кВт·год",Харків,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_id-4-crozz_40025811.html
Nissan Qashqai 2021,14 381 $,90 тис. км,Ручна / Механіка,,"Бензин, 1.2 л",Полтава,Не був у ДТП,https://auto.ria.com/uk/auto_nissan_qashqai_39983744.html
BMW 5 Series 2023,80 999 $,6 тис. км,Автомат,,"Бензин, 3 л",Черкаси,Був у ДТП,https://auto.ria.com/uk/auto_bmw_5-series_39969581.html
Volkswagen Transporter 2020,21 900 $,204 тис. км,Ручна / Механіка,,"Дизель, 2 л",Тернопіль,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_transporter_38119908.html
Hyundai Tucson 2016,13 500 $,82 тис. км,Автомат,,"Бензин, 2 л",Дрогобич,Не був у ДТП,https://auto.ria.com/uk/auto_hyundai_tucson_40019195.html
BMW 7 Series 2023,120 000 $,54 тис. км,Автомат,,"Бензин, 4.4 л",Одеса,Був у ДТП,https://auto.ria.com/uk/auto_bmw_7-series_39868308.html
Subaru Forester 2021,30 500 $,50 тис. км,Варіатор,,"Бензин, 2.5 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_subaru_forester_38512915.html
Volkswagen Touareg 2016,26 000 $,200 тис. км,Автомат,,"Дизель, 3 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_touareg_40004806.html
Новий Volkswagen ID. UNYX 2025,29 988 $,Без пробігу,,621 км,"Електро, 82.4 кВт·год",Київ,Не був у ДТП,https://auto.ria.com/uk/newauto/auto-volkswagen-id-unyx-2033314.html
Renault Fluence 2012,6 000 $,260 тис. км,Автомат,,"Газ/Бензин, 1.6 л",Черкаси,Не був у ДТП,https://auto.ria.com/uk/auto_renault_fluence_39799980.html
Toyota RAV4 2007,9 000 $,306 тис. км,Автомат,,"Газ/Бензин, 2 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_toyota_rav4_39989523.html
BMW X5 2020,46 700 $,79 тис. км,Автомат,,"Бензин, 3 л",Київ,Був у ДТП,https://auto.ria.com/uk/auto_bmw_x5_39572217.html
Volvo XC90 2025,74 900 $,30 тис. км,Автомат,,"Гібрид, 1.97 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_volvo_xc90_39848732.html
Toyota Land Cruiser Prado 2007,17 500 $,216 тис. км,Автомат,,"Газ/Бензин, 3.96 л",Львів (Львівська),Не був у ДТП,https://auto.ria.com/uk/auto_toyota_land-cruiser-prado_39685223.html
Audi A5 2019,24 500 $,162 тис. км,Не вказано,,"Бензин, 2 л",Городок (Львівська),Був у ДТП,https://auto.ria.com/uk/auto_audi_a5_39942775.html
Volkswagen Transporter 2006,8 200 $,240 тис. км,Ручна / Механіка,,"Дизель, 2.5 л",Жовті Води,Не був у ДТП,https://auto.ria.com/uk/auto_volkswagen_transporter_39872999.html
BMW X5 2023,101 000 $,38 тис. км,Автомат,,"Дизель, 2.99 л",Київ,Не був у ДТП,https://auto.ria.com/uk/auto_bmw_x5_40037338.html
Mercedes-Benz Sprinter 2021,100 704 $,1 тис. км,Автомат,,"Дизель, 3 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_mercedes-benz_sprinter_37714793.html
Kia Sorento 2008,8 500 $,348 тис. км,Ручна / Механіка,,Дизель,Київ,Не був у ДТП,https://auto.ria.com/uk/auto_kia_sorento_40037049.html
Renault Megane 2008,6 200 $,222 тис. км,Ручна / Механіка,,"Бензин, 1.6 л",Хмельницький,Не був у ДТП,https://auto.ria.com/uk/auto_renault_megane_39994467.html
Renault Master 2021,23 100 $,163 тис. км,Ручна / Механіка,,"Дизель, 2.3 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_renault_master_40033456.html
Nissan X-Trail 2006,6 999 $,254 тис. км,Автомат,,"Бензин, 2.49 л",Одеса,Не був у ДТП,https://auto.ria.com/uk/auto_nissan_x-trail_39865811.html
Renault Master 2021,21 500 $,218 тис. км,Ручна / Механіка,,"Дизель, 2.3 л",Рівне (Рівненська),Не був у ДТП,https://auto.ria.com/uk/auto_renault_master_40029026.html
